annee;date;arbre;cultivar;bloc;taille;nbfruit;masse
2007/2008;26/11/2007;A1;cogshall;bloc1;bordure;1;184
2007/2008;30/11/2007;A1;cogshall;bloc1;bordure;1;234
2007/2008;07/12/2007;A1;cogshall;bloc1;bordure;7;1838
2007/2008;10/12/2007;A1;cogshall;bloc1;bordure;5;1510
2007/2008;13/12/2007;A1;cogshall;bloc1;bordure;14;3798
2007/2008;17/12/2007;A1;cogshall;bloc1;bordure;6;1870
2007/2008;21/02/2007;A1;cogshall;bloc1;bordure;6;1936
2007/2008;26/12/2007;A1;cogshall;bloc1;bordure;15;5400
2007/2008;02/01/2008;A1;cogshall;bloc1;bordure;6;2192
2007/2008;07/01/2008;A1;cogshall;bloc1;bordure;6;2466
2007/2008;10/01/2008;A1;cogshall;bloc1;bordure;3;1268,2
2007/2008;15/01/2008;A1;cogshall;bloc1;bordure;3;1071,4
2007/2008;26/11/2007;A10;cogshall;bloc1;taille07;1;267
2007/2008;30/11/2007;A10;cogshall;bloc1;taille07;1;295,5
2007/2008;07/12/2007;A10;cogshall;bloc1;taille07;2;515
2007/2008;17/12/2007;A10;cogshall;bloc1;taille07;3;529
2007/2008;21/12/2007;A10;cogshall;bloc1;taille07;6;1507
2007/2008;26/12/2007;A10;cogshall;bloc1;taille07;9;3000
2007/2008;28/12/2007;A10;cogshall;bloc1;taille07;6;2328
2007/2008;02/01/2008;A10;cogshall;bloc1;taille07;6;2280
2007/2008;07/01/2008;A10;cogshall;bloc1;taille07;10;4108
2007/2008;10/01/2008;A10;cogshall;bloc1;taille07;4;1763
2007/2008;15/01/2008;A10;cogshall;bloc1;taille07;5;2311
2007/2008;17/01/2008;A10;cogshall;bloc1;taille07;8;3529
2007/2008;21/01/2008;A10;cogshall;bloc1;taille07;4;1227
2007/2008;26/11/2007;A11;cogshall;bloc1;taille07;1;229
2007/2008;30/11/2007;A11;cogshall;bloc1;taille07;3;808,2
2007/2008;07/12/2007;A11;cogshall;bloc1;taille07;6;1577
2007/2008;10/12/2007;A11;cogshall;bloc1;taille07;4;991,8
2007/2008;13/12/2007;A11;cogshall;bloc1;taille07;1;287
2007/2008;17/12/2007;A11;cogshall;bloc1;taille07;5;1539
2007/2008;21/12/2007;A11;cogshall;bloc1;taille07;4;1126
2007/2008;26/12/2007;A11;cogshall;bloc1;taille07;21;7400
2007/2008;28/12/2007;A11;cogshall;bloc1;taille07;4;1731
2007/2008;02/01/2008;A11;cogshall;bloc1;taille07;2;646
2007/2008;07/01/2008;A11;cogshall;bloc1;taille07;3;1276
2007/2008;07/01/2007;A12;cogshall;bloc1;taille02;3;1258
2007/2008;30/11/2007;A12;cogshall;bloc1;taille02;2;548
2007/2008;07/12/2007;A12;cogshall;bloc1;taille02;3;879
2007/2008;10/12/2007;A12;cogshall;bloc1;taille02;7;2206,1
2007/2008;13/12/2007;A12;cogshall;bloc1;taille02;4;1329
2007/2008;17/12/2007;A12;cogshall;bloc1;taille02;11;3611
2007/2008;21/12/2007;A12;cogshall;bloc1;taille02;13;4436
2007/2008;26/12/2007;A12;cogshall;bloc1;taille02;19;6500
2007/2008;28/12/2007;A12;cogshall;bloc1;taille02;2;610
2007/2008;30/12/2007;A12;cogshall;bloc1;taille02;3;904
2007/2008;02/01/2008;A12;cogshall;bloc1;taille02;9;3308
2007/2008;17/01/2008;A12;cogshall;bloc1;taille02;1;378
2007/2008;26/11/2007;A13;cogshall;bloc1;taille02;1;181
2007/2008;07/12/2007;A13;cogshall;bloc1;taille02;1;289
2007/2008;10/12/2007;A13;cogshall;bloc1;taille02;1;158
2007/2008;13/12/2007;A13;cogshall;bloc1;taille02;2;657
2007/2008;17/12/2007;A13;cogshall;bloc1;taille02;4;848
2007/2008;21/12/2007;A13;cogshall;bloc1;taille02;2;557
2007/2008;26/12/2007;A13;cogshall;bloc1;taille02;11;3600
2007/2008;28/12/2007;A13;cogshall;bloc1;taille02;6;1806
2007/2008;02/01/2008;A13;cogshall;bloc1;taille02;14;4831
2007/2008;07/01/2008;A13;cogshall;bloc1;taille02;7;2362
2007/2008;10/01/2008;A13;cogshall;bloc1;taille02;1;362,1
2007/2008;17/01/2008;A13;cogshall;bloc1;taille02;2;1081
2007/2008;30/11/2007;A14;cogshall;bloc1;taille02;2;552
2007/2008;07/12/2007;A14;cogshall;bloc1;taille02;2;607
2007/2008;13/12/2007;A14;cogshall;bloc1;taille02;16;4516
2007/2008;17/12/2007;A14;cogshall;bloc1;taille02;7;2094
2007/2008;21/12/2007;A14;cogshall;bloc1;taille02;7;2461
2007/2008;26/12/2007;A14;cogshall;bloc1;taille02;18;6400
2007/2008;28/12/2007;A14;cogshall;bloc1;taille02;7;2467
2007/2008;02/01/2008;A14;cogshall;bloc1;taille02;11;4345
2007/2008;07/01/2008;A14;cogshall;bloc1;taille02;12;5331
2007/2008;10/01/2008;A14;cogshall;bloc1;taille02;2;821,3
2007/2008;15/01/2008;A14;cogshall;bloc1;taille02;2;978
2007/2008;13/12/2007;A15;cogshall;bloc1;taille02;1;300
2007/2008;17/12/2007;A15;cogshall;bloc1;taille02;3;855
2007/2008;21/12/2007;A15;cogshall;bloc1;taille02;9;2793
2007/2008;26/12/2007;A15;cogshall;bloc1;taille02;19;5900
2007/2008;28/12/2007;A15;cogshall;bloc1;taille02;6;2149
2007/2008;02/01/2008;A15;cogshall;bloc1;taille02;17;6544
2007/2008;07/01/2008;A15;cogshall;bloc1;taille02;12;4254
2007/2008;10/01/2008;A15;cogshall;bloc1;taille02;6;2009,5
2007/2008;14/01/2008;A15;cogshall;bloc1;taille02;14;6221
2007/2008;17/01/2008;A15;cogshall;bloc1;taille02;6;2896
2007/2008;24/01/2008;A15;cogshall;bloc1;taille02;1;561,2
2007/2008;30/11/2007;A16;cogshall;bloc1;taille02;2;300,7
2007/2008;03/12/2007;A16;cogshall;bloc1;taille02;2;426
2007/2008;07/12/2007;A16;cogshall;bloc1;taille02;3;830
2007/2008;13/12/2007;A16;cogshall;bloc1;taille02;1;356
2007/2008;17/12/2007;A16;cogshall;bloc1;taille02;7;2197
2007/2008;26/12/2007;A16;cogshall;bloc1;taille02;18;5950
2007/2008;28/12/2007;A16;cogshall;bloc1;taille02;8;2670
2007/2008;02/01/2008;A16;cogshall;bloc1;taille02;6;2061
2007/2008;07/01/2008;A16;cogshall;bloc1;taille02;14;5451
2007/2008;10/01/2008;A16;cogshall;bloc1;taille02;2;758,2
2007/2008;15/01/2008;A16;cogshall;bloc1;taille02;6;2606
2007/2008;17/01/2008;A16;cogshall;bloc1;taille02;2;946
2007/2008;30/11/2007;A17;cogshall;bloc1;bordure;1;319
2007/2008;17/12/2007;A17;cogshall;bloc1;bordure;1;422
2007/2008;21/12/2007;A17;cogshall;bloc1;bordure;2;515
2007/2008;26/12/2007;A17;cogshall;bloc1;bordure;11;4200
2007/2008;28/12/2007;A17;cogshall;bloc1;bordure;4;1573
2007/2008;02/01/2008;A17;cogshall;bloc1;bordure;3;1394
2007/2008;07/01/2008;A17;cogshall;bloc1;bordure;5;2150
2007/2008;10/01/2008;A17;cogshall;bloc1;bordure;3;1102,7
2007/2008;15/01/2008;A17;cogshall;bloc1;bordure;7;2501
2007/2008;17/01/2008;A17;cogshall;bloc1;bordure;5;2165
2007/2008;13/12/2007;A2;cogshall;bloc1;tem;2;883
2007/2008;21/12/2007;A2;cogshall;bloc1;tem;1;336
2007/2008;26/12/2007;A2;cogshall;bloc1;tem;7;2500
2007/2008;28/12/2007;A2;cogshall;bloc1;tem;3;1045
2007/2008;26/11/2007;A3;cogshall;bloc1;tem;1;270
2007/2008;30/11/2007;A3;cogshall;bloc1;tem;2;521
2007/2008;03/12/2007;A3;cogshall;bloc1;tem;1;147
2007/2008;07/12/2007;A3;cogshall;bloc1;tem;3;940
2007/2008;10/12/2007;A3;cogshall;bloc1;tem;1;333
2007/2008;13/12/2007;A3;cogshall;bloc1;tem;3;958
2007/2008;17/12/2007;A3;cogshall;bloc1;tem;4;1266
2007/2008;21/12/2007;A3;cogshall;bloc1;tem;3;1091
2007/2008;26/12/2007;A3;cogshall;bloc1;tem;11;3550
2007/2008;28/12/2007;A3;cogshall;bloc1;tem;2;586
2007/2008;02/01/2008;A3;cogshall;bloc1;tem;5;1898
2007/2008;07/01/2008;A3;cogshall;bloc1;tem;7;2735
2007/2008;10/01/2008;A3;cogshall;bloc1;tem;4;1398,7
2007/2008;17/01/2008;A3;cogshall;bloc1;tem;4;1955
2007/2008;24/01/2008;A3;cogshall;bloc1;tem;4;1564
2007/2008;30/11/2007;A4;cogshall;bloc1;tem;1;173,5
2007/2008;07/12/2007;A4;cogshall;bloc1;tem;2;422
2007/2008;10/12/2007;A4;cogshall;bloc1;tem;2;349,1
2007/2008;13/12/2007;A4;cogshall;bloc1;tem;5;1460
2007/2008;17/11/2007;A4;cogshall;bloc1;tem;3;910
2007/2008;21/12/2007;A4;cogshall;bloc1;tem;1;273
2007/2008;26/12/2007;A4;cogshall;bloc1;tem;11;2500
2007/2008;28/12/2007;A4;cogshall;bloc1;tem;3;1134
2007/2008;02/01/2008;A4;cogshall;bloc1;tem;5;1858
2007/2008;07/01/2008;A4;cogshall;bloc1;tem;7;2865
2007/2008;10/01/2008;A4;cogshall;bloc1;tem;3;1081,8
2007/2008;15/01/2007;A4;cogshall;bloc1;tem;1;354,7
2007/2008;17/01/2008;A4;cogshall;bloc1;tem;4;1690
2007/2008;21/01/2008;A4;cogshall;bloc1;tem;1;401,3
2007/2008;03/12/2007;A5;cogshall;bloc1;tem;3;752,5
2007/2008;07/12/2007;A5;cogshall;bloc1;tem;6;1389
2007/2008;10/12/2007;A5;cogshall;bloc1;tem;3;781,1
2007/2008;13/12/2007;A5;cogshall;bloc1;tem;7;1991
2007/2008;17/12/2007;A5;cogshall;bloc1;tem;10;2838
2007/2008;21/12/2007;A5;cogshall;bloc1;tem;8;2784
2007/2008;26/12/2007;A5;cogshall;bloc1;tem;26;8000
2007/2008;02/01/2008;A5;cogshall;bloc1;tem;11;5000
2007/2008;07/01/2008;A5;cogshall;bloc1;tem;9;4007
2007/2008;10/01/2008;A5;cogshall;bloc1;tem;8;3276,2
2007/2008;15/01/2008;A5;cogshall;bloc1;tem;9;3705,6
2007/2008;17/01/2008;A5;cogshall;bloc1;tem;3;1358
2007/2008;21/01/2008;A5;cogshall;bloc1;tem;2;837
2007/2008;24/01/2008;A5;cogshall;bloc1;tem;2;899
2007/2008;30/11/2007;A6;cogshall;bloc1;tem;1;326
2007/2008;03/12/2007;A6;cogshall;bloc1;tem;2;565
2007/2008;07/12/2007;A6;cogshall;bloc1;tem;2;535
2007/2008;10/12/2007;A6;cogshall;bloc1;tem;3;602,8
2007/2008;13/12/2007;A6;cogshall;bloc1;tem;5;1267
2007/2008;17/12/2007;A6;cogshall;bloc1;tem;6;1309
2007/2008;21/12/2007;A6;cogshall;bloc1;tem;5;1700
2007/2008;26/12/2007;A6;cogshall;bloc1;tem;11;3550
2007/2008;28/12/2007;A6;cogshall;bloc1;tem;3;710
2007/2008;02/01/2008;A6;cogshall;bloc1;tem;6;2413
2007/2008;07/01/2008;A6;cogshall;bloc1;tem;4;1576,1
2007/2008;17/01/2008;A6;cogshall;bloc1;tem;2;1042
2007/2008;30/11/2007;A7;cogshall;bloc1;taille07;1;277
2007/2008;03/12/2007;A7;cogshall;bloc1;taille07;1;209,3
2007/2008;07/12/2007;A7;cogshall;bloc1;taille07;2;551
2007/2008;10/12/2007;A7;cogshall;bloc1;taille07;2;422
2007/2008;13/12/2007;A7;cogshall;bloc1;taille07;4;1092
2007/2008;17/12/2007;A7;cogshall;bloc1;taille07;9;2666
2007/2008;21/12/2007;A7;cogshall;bloc1;taille07;7;2502
2007/2008;26/12/2007;A7;cogshall;bloc1;taille07;12;3950
2007/2008;28/12/2007;A7;cogshall;bloc1;taille07;5;1769
2007/2008;02/01/2008;A7;cogshall;bloc1;taille07;7;2500
2007/2008;07/01/2008;A7;cogshall;bloc1;taille07;6;1930
2007/2008;10/01/2008;A7;cogshall;bloc1;taille07;3;1384,6
2007/2008;15/01/2008;A7;cogshall;bloc1;taille07;4;1522
2007/2008;17/01/2008;A7;cogshall;bloc1;taille07;2;700
2007/2008;30/11/2007;A8;cogshall;bloc1;taille07;1;256
2007/2008;03/12/2007;A8;cogshall;bloc1;taille07;6;1585
2007/2008;07/12/2007;A8;cogshall;bloc1;taille07;7;2381
2007/2008;10/12/2007;A8;cogshall;bloc1;taille07;7;2634,8
2007/2008;13/12/2007;A8;cogshall;bloc1;taille07;6;1897
2007/2008;17/12/2007;A8;cogshall;bloc1;taille07;7;2660
2007/2008;21/12/2007;A8;cogshall;bloc1;taille07;6;2304
2007/2008;26/12/2007;A8;cogshall;bloc1;taille07;6;2000
2007/2008;28/12/2007;A8;cogshall;bloc1;taille07;3;1007
2007/2008;02/01/2008;A8;cogshall;bloc1;taille07;1;119,2
2007/2008;07/01/2008;A8;cogshall;bloc1;taille07;2;872
2007/2008;03/12/2007;A9;cogshall;bloc1;taille07;1;332,1
2007/2008;07/12/2007;A9;cogshall;bloc1;taille07;2;387
2007/2008;10/12/2007;A9;cogshall;bloc1;taille07;5;1045
2007/2008;13/12/2007;A9;cogshall;bloc1;taille07;7;1824
2007/2008;17/12/2007;A9;cogshall;bloc1;taille07;4;932
2007/2008;21/12/2007;A9;cogshall;bloc1;taille07;7;2379
2007/2008;26/12/2007;A9;cogshall;bloc1;taille07;23;6700
2007/2008;28/12/2007;A9;cogshall;bloc1;taille07;7;2639
2007/2008;02/01/2008;A9;cogshall;bloc1;taille07;9;3032
2007/2008;07/01/2008;A9;cogshall;bloc1;taille07;10;3371
2007/2008;15/01/2008;A9;cogshall;bloc1;taille07;5;1962
2007/2008;17/01/2008;A9;cogshall;bloc1;taille07;3;1073
2007/2008;10/12/2007;B1;cogshall;bloc1;bordure;2;675,2
2007/2008;17/12/2007;B1;cogshall;bloc1;bordure;1;384
2007/2008;21/12/2007;B1;cogshall;bloc1;bordure;2;816
2007/2008;26/12/2007;B1;cogshall;bloc1;bordure;5;1950
2007/2008;28/12/2007;B1;cogshall;bloc1;bordure;7;2567
2007/2008;02/01/2008;B1;cogshall;bloc1;bordure;9;4236
2007/2008;07/01/2008;B1;cogshall;bloc1;bordure;8;3693
2007/2008;15/01/2008;B1;cogshall;bloc1;bordure;3;1320
2007/2008;17/01/2008;B1;cogshall;bloc1;bordure;1;478
2007/2008;30/11/2007;B10;cogshall;bloc1;taille07;1;242,1
2007/2008;10/12/2007;B10;cogshall;bloc1;taille07;1;234
2007/2008;13/12/2007;B10;cogshall;bloc1;taille07;1;233
2007/2008;17/12/2007;B10;cogshall;bloc1;taille07;5;1057
2007/2008;21/12/2007;B10;cogshall;bloc1;taille07;9;2790
2007/2008;26/12/2007;B10;cogshall;bloc1;taille07;10;3000
2007/2008;28/12/2007;B10;cogshall;bloc1;taille07;5;1550
2007/2008;02/01/2008;B10;cogshall;bloc1;taille07;10;3905
2007/2008;07/01/2008;B10;cogshall;bloc1;taille07;10;3209
2007/2008;10/01/2008;B10;cogshall;bloc1;taille07;5;2080,6
2007/2008;15/01/2008;B10;cogshall;bloc1;taille07;5;1859
2007/2008;17/01/2008;B10;cogshall;bloc1;taille07;1;526
2007/2008;03/12/2007;B11;cogshall;bloc1;taille07;3;921
2007/2008;07/12/2007;B11;cogshall;bloc1;taille07;1;385
2007/2008;10/12/2007;B11;cogshall;bloc1;taille07;2;580
2007/2008;13/12/2007;B11;cogshall;bloc1;taille07;1;219
2007/2008;17/12/2007;B11;cogshall;bloc1;taille07;6;1692
2007/2008;21/12/2007;B11;cogshall;bloc1;taille07;14;4877
2007/2008;26/12/2007;B11;cogshall;bloc1;taille07;21;7200
2007/2008;28/12/2007;B11;cogshall;bloc1;taille07;5;1956
2007/2008;02/01/2008;B11;cogshall;bloc1;taille07;9;3669
2007/2008;07/01/2008;B11;cogshall;bloc1;taille07;4;1639
2007/2008;10/01/2008;B11;cogshall;bloc1;taille07;1;509,4
2007/2008;15/01/2008;B11;cogshall;bloc1;taille07;3;1247,1
2007/2008;30/11/2007;B12;cogshall;bloc1;taille02;1;285,2
2007/2008;03/12/2007;B12;cogshall;bloc1;taille02;4;1045,7
2007/2008;07/12/2007;B12;cogshall;bloc1;taille02;3;820
2007/2008;10/12/2007;B12;cogshall;bloc1;taille02;1;338
2007/2008;13/12/2007;B12;cogshall;bloc1;taille02;6;1719
2007/2008;17/12/2007;B12;cogshall;bloc1;taille02;6;1947
2007/2008;21/12/2007;B12;cogshall;bloc1;taille02;7;2373
2007/2008;26/12/2007;B12;cogshall;bloc1;taille02;11;4000
2007/2008;02/01/2008;B12;cogshall;bloc1;taille02;1;525
2007/2008;07/01/2008;B12;cogshall;bloc1;taille02;4;1509
2007/2008;10/01/2008;B12;cogshall;bloc1;taille02;2;774,3
2007/2008;15/01/2008;B12;cogshall;bloc1;taille02;9;3611,5
2007/2008;21/01/2008;B12;cogshall;bloc1;taille02;1;466,4
2007/2008;26/11/2007;B13;cogshall;bloc1;taille02;1;317
2007/2008;07/12/2007;B13;cogshall;bloc1;taille02;2;446
2007/2008;10/12/2007;B13;cogshall;bloc1;taille02;11;2918
2007/2008;13/12/2007;B13;cogshall;bloc1;taille02;2;643
2007/2008;17/12/2007;B13;cogshall;bloc1;taille02;8;2569
2007/2008;21/12/2007;B13;cogshall;bloc1;taille02;16;5000
2007/2008;02/01/2008;B13;cogshall;bloc1;taille02;12;4223
2007/2008;07/01/2008;B13;cogshall;bloc1;taille02;6;2031
2007/2008;10/01/2008;B13;cogshall;bloc1;taille02;4;1796,9
2007/2008;17/01/2008;B13;cogshall;bloc1;taille02;2;864
2007/2008;03/12/2007;B14;cogshall;bloc1;taille02;1;380,5
2007/2008;10/12/2007;B14;cogshall;bloc1;taille02;3;748
2007/2008;13/12/2007;B14;cogshall;bloc1;taille02;3;900
2007/2008;17/12/2007;B14;cogshall;bloc1;taille02;5;1445
2007/2008;21/12/2007;B14;cogshall;bloc1;taille02;1;258
2007/2008;26/12/2007;B14;cogshall;bloc1;taille02;17;5050
2007/2008;28/12/2007;B14;cogshall;bloc1;taille02;7;2369
2007/2008;02/01/2008;B14;cogshall;bloc1;taille02;13;3718
2007/2008;07/01/2008;B14;cogshall;bloc1;taille02;8;3009
2007/2008;10/01/2008;B14;cogshall;bloc1;taille02;2;640,8
2007/2008;15/01/2008;B14;cogshall;bloc1;taille02;2;788,3
2007/2008;17/01/2008;B14;cogshall;bloc1;taille02;4;1647
2007/2008;24/01/2008;B14;cogshall;bloc1;taille02;1;355,9
2007/2008;03/12/2007;B15;cogshall;bloc1;taille02;2;536,2
2007/2008;07/12/2007;B15;cogshall;bloc1;taille02;5;1505
2007/2008;10/12/2007;B15;cogshall;bloc1;taille02;2;515
2007/2008;13/12/2007;B15;cogshall;bloc1;taille02;6;1676
2007/2008;17/12/2007;B15;cogshall;bloc1;taille02;8;2115
2007/2008;21/12/2007;B15;cogshall;bloc1;taille02;10;3498
2007/2008;26/12/2007;B15;cogshall;bloc1;taille02;28;9850
2007/2008;28/12/2007;B15;cogshall;bloc1;taille02;7;2532
2007/2008;02/01/2008;B15;cogshall;bloc1;taille02;7;3317
2007/2008;07/01/2008;B15;cogshall;bloc1;taille02;2;786
2007/2008;10/01/2008;B15;cogshall;bloc1;taille02;2;1116
2007/2008;17/01/2008;B15;cogshall;bloc1;taille02;1;471
2007/2008;30/11/2007;B16;cogshall;bloc1;taille02;1;275
2007/2008;03/12/2007;B16;cogshall;bloc1;taille02;1;248,3
2007/2008;07/12/2007;B16;cogshall;bloc1;taille02;4;1173
2007/2008;10/12/2007;B16;cogshall;bloc1;taille02;2;484
2007/2008;13/12/2007;B16;cogshall;bloc1;taille02;2;575
2007/2008;17/12/2007;B16;cogshall;bloc1;taille02;5;1375
2007/2008;21/12/2007;B16;cogshall;bloc1;taille02;2;629
2007/2008;26/12/2007;B16;cogshall;bloc1;taille02;15;4800
2007/2008;02/01/2008;B16;cogshall;bloc1;taille02;7;2358
2007/2008;07/01/2008;B16;cogshall;bloc1;taille02;16;5302
2007/2008;10/01/2008;B16;cogshall;bloc1;taille02;4;1324,8
2007/2008;15/01/2008;B16;cogshall;bloc1;taille02;2;282,9
2007/2008;17/01/2008;B16;cogshall;bloc1;taille02;3;1051
2007/2008;21/01/2008;B16;cogshall;bloc1;taille02;1;347,5
2007/2008;10/12/2007;B17;cogshall;bloc1;bordure;1;221,1
2007/2008;17/12/2007;B17;cogshall;bloc1;bordure;4;1128
2007/2008;21/12/2007;B17;cogshall;bloc1;bordure;1;304
2007/2008;26/12/2007;B17;cogshall;bloc1;bordure;12;4100
2007/2008;28/12/2007;B17;cogshall;bloc1;bordure;4;1350
2007/2008;02/01/2008;B17;cogshall;bloc1;bordure;4;1624
2007/2008;07/01/2008;B17;cogshall;bloc1;bordure;16;5063
2007/2008;10/01/2008;B17;cogshall;bloc1;bordure;6;2134,5
2007/2008;15/01/2008;B17;cogshall;bloc1;bordure;9;3664
2007/2008;17/01/2008;B17;cogshall;bloc1;bordure;2;730
2007/2008;21/01/2008;B17;cogshall;bloc1;bordure;1;419,3
2007/2008;03/12/2007;B2;cogshall;bloc1;tem;1;200
2007/2008;07/12/2007;B2;cogshall;bloc1;tem;1;309
2007/2008;10/12/2007;B2;cogshall;bloc1;tem;3;1002
2007/2008;13/12/2007;B2;cogshall;bloc1;tem;5;1621
2007/2008;17/12/2007;B2;cogshall;bloc1;tem;7;1791
2007/2008;21/12/2007;B2;cogshall;bloc1;tem;8;2611
2007/2008;26/12/2007;B2;cogshall;bloc1;tem;13;4250
2007/2008;28/12/2007;B2;cogshall;bloc1;tem;5;1817
2007/2008;02/01/2008;B2;cogshall;bloc1;tem;9;3806
2007/2008;07/01/2008;B2;cogshall;bloc1;tem;15;6391
2007/2008;15/01/2008;B2;cogshall;bloc1;tem;5;2121,5
2007/2008;17/01/2008;B2;cogshall;bloc1;tem;3;1908
2007/2008;30/11/2007;B3;cogshall;bloc1;tem;3;574
2007/2008;07/12/2007;B3;cogshall;bloc1;tem;1;289
2007/2008;10/12/2007;B3;cogshall;bloc1;tem;4;1053
2007/2008;13/12/2007;B3;cogshall;bloc1;tem;1;227
2007/2008;17/12/2007;B3;cogshall;bloc1;tem;3;881
2007/2008;21/12/2007;B3;cogshall;bloc1;tem;4;1682
2007/2008;26/12/2007;B3;cogshall;bloc1;tem;5;1600
2007/2008;28/12/2007;B3;cogshall;bloc1;tem;2;1126
2007/2008;02/01/2008;B3;cogshall;bloc1;tem;5;1540
2007/2008;07/01/2008;B3;cogshall;bloc1;tem;6;2290
2007/2008;10/01/2008;B3;cogshall;bloc1;tem;1;437,8
2007/2008;15/01/2008;B3;cogshall;bloc1;tem;6;2628,9
2007/2008;17/01/2008;B3;cogshall;bloc1;tem;6;3219
2007/2008;21/01/2008;B3;cogshall;bloc1;tem;1;444,9
2007/2008;13/12/2007;B4;cogshall;bloc1;tem;2;632
2007/2008;21/12/2007;B4;cogshall;bloc1;tem;3;721
2007/2008;26/12/2007;B4;cogshall;bloc1;tem;11;3500
2007/2008;28/12/2007;B4;cogshall;bloc1;tem;4;1178
2007/2008;02/01/2008;B4;cogshall;bloc1;tem;7;2557
2007/2008;07/01/2008;B4;cogshall;bloc1;tem;9;3380
2007/2008;10/01/2008;B4;cogshall;bloc1;tem;2;741,1
2007/2008;15/01/2008;B4;cogshall;bloc1;tem;9;4156,9
2007/2008;17/01/2008;B4;cogshall;bloc1;tem;3;1428
2007/2008;07/12/2007;B5;cogshall;bloc1;tem;1;329
2007/2008;13/12/2007;B5;cogshall;bloc1;tem;3;953
2007/2008;17/12/2007;B5;cogshall;bloc1;tem;3;976
2007/2008;21/12/2007;B5;cogshall;bloc1;tem;9;2785
2007/2008;26/12/2007;B5;cogshall;bloc1;tem;15;4850
2007/2008;28/12/2007;B5;cogshall;bloc1;tem;6;2165
2007/2008;02/01/2008;B5;cogshall;bloc1;tem;13;2035
2007/2008;07/01/2008;B5;cogshall;bloc1;tem;16;5922
2007/2008;10/01/2008;B5;cogshall;bloc1;tem;6;2398,5
2007/2008;15/01/2008;B5;cogshall;bloc1;tem;9;3761,1
2007/2008;17/01/2008;B5;cogshall;bloc1;tem;4;1775
2007/2008;30/12/2007;B6;cogshall;bloc1;tem;1;138,2
2007/2008;03/12/2007;B6;cogshall;bloc1;tem;2;518
2007/2008;07/12/2007;B6;cogshall;bloc1;tem;2;492
2007/2008;10/12/2007;B6;cogshall;bloc1;tem;4;963
2007/2008;13/12/2007;B6;cogshall;bloc1;tem;1;358
2007/2008;17/12/2007;B6;cogshall;bloc1;tem;6;1476
2007/2008;21/12/2007;B6;cogshall;bloc1;tem;4;1099
2007/2008;26/12/2007;B6;cogshall;bloc1;tem;14;4400
2007/2008;28/12/2007;B6;cogshall;bloc1;tem;8;3101
2007/2008;02/01/2008;B6;cogshall;bloc1;tem;9;4149
2007/2008;07/01/2008;B6;cogshall;bloc1;tem;9;2980
2007/2008;17/01/2008;B6;cogshall;bloc1;tem;3;1258
2007/2008;26/11/2007;B7;cogshall;bloc1;taille07;1;161
2007/2008;30/11/2007;B7;cogshall;bloc1;taille07;2;544,3
2007/2008;03/12/2007;B7;cogshall;bloc1;taille07;5;1278,8
2007/2008;07/12/2007;B7;cogshall;bloc1;taille07;6;1767
2007/2008;10/12/2007;B7;cogshall;bloc1;taille07;6;1679
2007/2008;13/12/2007;B7;cogshall;bloc1;taille07;3;997
2007/2008;17/12/2007;B7;cogshall;bloc1;taille07;3;645
2007/2008;21/12/2007;B7;cogshall;bloc1;taille07;36;10230
2007/2008;02/01/2008;B7;cogshall;bloc1;taille07;3;988
2007/2008;07/01/2008;B7;cogshall;bloc1;taille07;9;3417
2007/2008;10/01/2008;B7;cogshall;bloc1;taille07;8;3088,8
2007/2008;15/01/2008;B7;cogshall;bloc1;taille07;3;1243
2007/2008;17/01/2008;B7;cogshall;bloc1;taille07;5;2330
2007/2008;30/11/2007;B8;cogshall;bloc1;taille07;1;283,3
2007/2008;07/12/2007;B8;cogshall;bloc1;taille07;1;285
2007/2008;10/12/2007;B8;cogshall;bloc1;taille07;2;613
2007/2008;13/12/2007;B8;cogshall;bloc1;taille07;5;1458
2007/2008;17/12/2007;B8;cogshall;bloc1;taille07;1;321
2007/2008;21/12/2007;B8;cogshall;bloc1;taille07;1;357
2007/2008;26/12/2007;B8;cogshall;bloc1;taille07;12;3600
2007/2008;28/12/2007;B8;cogshall;bloc1;taille07;6;2452
2007/2008;02/01/2008;B8;cogshall;bloc1;taille07;4;1417
2007/2008;07/01/2008;B8;cogshall;bloc1;taille07;6;1211
2007/2008;10/01/2008;B8;cogshall;bloc1;taille07;1;407,9
2007/2008;15/01/2008;B8;cogshall;bloc1;taille07;5;1803,9
2007/2008;17/01/2008;B8;cogshall;bloc1;taille07;1;576
2007/2008;30/11/2007;B9;cogshall;bloc1;taille07;1;197
2007/2008;03/12/2007;B9;cogshall;bloc1;taille07;1;212,3
2007/2008;07/12/2007;B9;cogshall;bloc1;taille07;4;1065
2007/2008;10/12/2007;B9;cogshall;bloc1;taille07;5;1377
2007/2008;13/12/2007;B9;cogshall;bloc1;taille07;2;595
2007/2008;17/12/2007;B9;cogshall;bloc1;taille07;6;1114
2007/2008;21/12/2007;B9;cogshall;bloc1;taille07;9;2462
2007/2008;26/12/2007;B9;cogshall;bloc1;taille07;18;5800
2007/2008;18/12/2007;B9;cogshall;bloc1;taille07;3;776
2007/2008;02/01/2008;B9;cogshall;bloc1;taille07;16;5578
2007/2008;07/01/2008;B9;cogshall;bloc1;taille07;12;4020
2007/2008;10/01/2008;B9;cogshall;bloc1;taille07;14;5623,7
