annee;date;arbre;cultivar;bloc;taille;nbfruit;masse
2012/2013;10/01/2013;F17;cogshall;bloc2;bordure;5;2358,9
2012/2013;17/01/2013;F17;cogshall;bloc2;bordure;1;695,6
2012/2013;04/01/2013;F17;cogshall;bloc2;bordure;1;433,5
2012/2013;29/11/2012;F2;cogshall;bloc2;tem;1;192,5
2012/2013;03/12/2012;F2;cogshall;bloc2;tem;4;1248,1
2012/2013;06/12/2012;F2;cogshall;bloc2;tem;13;4311,3
2012/2013;10/12/2012;F2;cogshall;bloc2;tem;13;4487,5
2012/2013;13/12/2012;F2;cogshall;bloc2;tem;10;3556
2012/2013;17/12/2012;F2;cogshall;bloc2;tem;9;2962,9
2012/2013;21/12/2012;F2;cogshall;bloc2;tem;12;4045,7
2012/2013;24/12/2012;F2;cogshall;bloc2;tem;14;4879
2012/2013;27/12/2012;F2;cogshall;bloc2;tem;8;3318,2
2012/2013;31/12/2012;F2;cogshall;bloc2;tem;14;6035,2
2012/2013;07/01/2013;F2;cogshall;bloc2;tem;8;2320,2
2012/2013;04/01/2013;F2;cogshall;bloc2;tem;3;1438,7
2012/2013;10/01/2013;F2;cogshall;bloc2;tem;25;8321,5
2012/2013;14/01/2013;F2;cogshall;bloc2;tem;3;1579,4
2012/2013;17/01/2013;F2;cogshall;bloc2;tem;1;396
2012/2013;04/02/2013;F2;cogshall;bloc2;tem;1;194,2
2012/2013;11/02/2013;F2;cogshall;bloc2;tem;1;442,3
2012/2013;18/02/2013;F2;cogshall;bloc2;tem;1;272,4
2012/2013;06/12/2012;F3;cogshall;bloc2;tem;3;1005,1
2012/2013;13/12/2012;F3;cogshall;bloc2;tem;1;384,6
2012/2013;24/12/2012;F3;cogshall;bloc2;tem;5;1960,7
2012/2013;31/12/2012;F3;cogshall;bloc2;tem;1;593,1
2012/2013;07/01/2013;F3;cogshall;bloc2;tem;2;983
2012/2013;10/01/2013;F3;cogshall;bloc2;tem;7;2213,9
2012/2013;14/01/2013;F3;cogshall;bloc2;tem;1;408,3
2012/2013;NA;F4;cogshall;bloc2;tem;0;0
2012/2013;29/11/2012;F5;cogshall;bloc2;tem;2;728,5
2012/2013;03/12/2012;F5;cogshall;bloc2;tem;1;154,8
2012/2013;06/12/2012;F5;cogshall;bloc2;tem;7;2483,5
2012/2013;10/12/2012;F5;cogshall;bloc2;tem;5;1823,3
2012/2013;13/12/2012;F5;cogshall;bloc2;tem;6;2022,1
2012/2013;17/12/2012;F5;cogshall;bloc2;tem;12;4680,1
2012/2013;21/12/2012;F5;cogshall;bloc2;tem;12;4597,2
2012/2013;24/12/2012;F5;cogshall;bloc2;tem;10;3550,1
2012/2013;27/12/2012;F5;cogshall;bloc2;tem;6;2545,5
2012/2013;31/12/2012;F5;cogshall;bloc2;tem;1;593,1
2012/2013;07/01/2013;F5;cogshall;bloc2;tem;8;3569
2012/2013;04/01/2013;F5;cogshall;bloc2;tem;5;2069,7
2012/2013;10/01/2013;F5;cogshall;bloc2;tem;19;8788,4
2012/2013;14/01/2013;F5;cogshall;bloc2;tem;6;2898,7
2012/2013;21/01/2013;F5;cogshall;bloc2;tem;1;480,7
2012/2013;04/02/2013;F5;cogshall;bloc2;tem;1;231,9
2012/2013;18/02/2013;F5;cogshall;bloc2;tem;1;277,8
2012/2013;NA;F6;cogshall;bloc2;tem;0;0
2012/2013;NA;F7;cogshall;bloc2;taille02;0;0
2012/2013;NA;F8;cogshall;bloc2;taille02;0;0
2012/2013;NA;F9;cogshall;bloc2;taille02;0;0
2012/2013;17/12/2012;G1;cogshall;bloc3;bordure;1;462,3
2012/2013;24/12/2012;G1;cogshall;bloc3;bordure;5;2413,7
2012/2013;31/12/2012;G1;cogshall;bloc3;bordure;3;1400,6
2012/2013;07/01/2013;G1;cogshall;bloc3;bordure;3;1727,8
2012/2013;04/01/2013;G1;cogshall;bloc3;bordure;7;3713,3
2012/2013;10/01/2013;G1;cogshall;bloc3;bordure;12;5299,5
2012/2013;14/01/2013;G1;cogshall;bloc3;bordure;4;1579,2
2012/2013;17/01/2013;G1;cogshall;bloc3;bordure;3;1585
2012/2013;16/01/2013;G1;cogshall;bloc3;bordure;3;1175,9
2012/2013;21/01/2013;G1;cogshall;bloc3;bordure;10;5319,6
2012/2013;24/01/2013;G1;cogshall;bloc3;bordure;8;3570,2
2012/2013;28/01/2013;G1;cogshall;bloc3;bordure;6;2870,1
2012/2013;31/01/2013;G1;cogshall;bloc3;bordure;5;2713,7
2012/2013;04/02/2013;G1;cogshall;bloc3;bordure;3;1453,9
2012/2013;07/02/2013;G1;cogshall;bloc3;bordure;5;3027,6
2012/2013;11/02/2013;G1;cogshall;bloc3;bordure;2;797,6
2012/2013;14/02/2013;G1;cogshall;bloc3;bordure;1;626,9
2012/2013;21/02/2013;G1;cogshall;bloc3;bordure;1;257,5
2012/2013;25/02/2013;G1;cogshall;bloc3;bordure;1;530,4
2012/2013;13/12/2012;G10;cogshall;bloc3;tem;1;509,1
2012/2013;21/12/2012;G10;cogshall;bloc3;tem;7;2490
2012/2013;24/12/2012;G10;cogshall;bloc3;tem;5;2225,9
2012/2013;10/01/2013;G10;cogshall;bloc3;tem;5;2436,6
2012/2013;14/01/2013;G10;cogshall;bloc3;tem;1;491,2
2012/2013;04/01/2013;G10;cogshall;bloc3;tem;2;1023,2
2012/2013;18/02/2013;G10;cogshall;bloc3;tem;1;524,2
2012/2013;NA;G11;cogshall;bloc3;tem;0;0
2012/2013;NA;G12;cogshall;bloc3;taille02;0;0
2012/2013;NA;G13;cogshall;bloc3;taille02;0;0
2012/2013;NA;G14;cogshall;bloc3;taille02;0;0
2012/2013;10/01/2013;G15;cogshall;bloc3;taille02;4;1779,3
2012/2013;14/01/2013;G15;cogshall;bloc3;taille02;2;815,8
2012/2013;24/01/2013;G15;cogshall;bloc3;taille02;3;2092,9
2012/2013;24/12/2012;G16;cogshall;bloc3;taille02;3;1600,4
2012/2013;31/12/2012;G16;cogshall;bloc3;taille02;3;1585,2
2012/2013;04/01/2013;G16;cogshall;bloc3;taille02;2;730,1
2012/2013;07/01/2013;G16;cogshall;bloc3;taille02;1;277,7
2012/2013;10/01/2013;G16;cogshall;bloc3;taille02;6;2568,4
2012/2013;14/01/2013;G16;cogshall;bloc3;taille02;2;1359,7
2012/2013;17/01/2013;G16;cogshall;bloc3;taille02;2;795,4
2012/2013;24/01/2013;G16;cogshall;bloc3;taille02;1;586,2
2012/2013;27/12/2012;G17;cogshall;bloc3;bordure;1;432,4
2012/2013;31/12/2012;G17;cogshall;bloc3;bordure;3;1428,7
2012/2013;07/01/2013;G17;cogshall;bloc3;bordure;1;488,8
2012/2013;10/01/2013;G17;cogshall;bloc3;bordure;5;2444,4
2012/2013;NA;G2;cogshall;bloc3;taille07;0;0
2012/2013;17/12/2012;G3;cogshall;bloc3;taille07;3;509,3
2012/2013;24/12/2012;G3;cogshall;bloc3;taille07;3;714,3
2012/2013;31/12/2012;G3;cogshall;bloc3;taille07;1;577,7
2012/2013;07/01/2013;G3;cogshall;bloc3;taille07;3;951,7
2012/2013;04/01/2013;G3;cogshall;bloc3;taille07;5;1575,3
2012/2013;17/01/2013;G3;cogshall;bloc3;taille07;2;671,6
2012/2013;24/01/2013;G3;cogshall;bloc3;taille07;1;161,5
2012/2013;14/02/2013;G3;cogshall;bloc3;taille07;1;344,8
2012/2013;06/12/2012;G4;cogshall;bloc3;taille07;3;710,9
2012/2013;24/12/2012;G4;cogshall;bloc3;taille07;2;773,2
2012/2013;31/12/2012;G4;cogshall;bloc3;taille07;3;1325,5
2012/2013;07/01/2013;G4;cogshall;bloc3;taille07;1;353,3
2012/2013;10/01/2013;G4;cogshall;bloc3;taille07;9;3770,5
2012/2013;17/01/2013;G4;cogshall;bloc3;taille07;2;345,9
2012/2013;24/01/2013;G4;cogshall;bloc3;taille07;6;1531,2
2012/2013;28/01/2013;G4;cogshall;bloc3;taille07;1;218,5
2012/2013;31/01/2013;G4;cogshall;bloc3;taille07;3;660,4
2012/2013;04/02/2013;G4;cogshall;bloc3;taille07;1;275,4
2012/2013;NA;G5;cogshall;bloc3;taille07;0;0
2012/2013;10/12/2012;G6;cogshall;bloc3;taille07;1;485,6
2012/2013;07/01/2013;G6;cogshall;bloc3;taille07;1;566,9
2012/2013;04/01/2013;G6;cogshall;bloc3;taille07;2;851,7
2012/2013;21/01/2013;G6;cogshall;bloc3;taille07;1;633,8
2012/2013;28/01/2013;G6;cogshall;bloc3;taille07;1;459,6
2012/2013;04/02/2013;G6;cogshall;bloc3;taille07;1;392,5
2012/2013;NA;G7;cogshall;bloc3;tem;0;0
2012/2013;NA;G8;cogshall;bloc3;tem;0;0
2012/2013;31/12/2012;G9;cogshall;bloc3;tem;9;4360,6
2012/2013;NA;H1;cogshall;bloc3;bordure;0;0
2012/2013;10/12/2012;H10;cogshall;bloc3;tem;1;279,8
2012/2013;13/12/2012;H10;cogshall;bloc3;tem;2;1046,6
2012/2013;17/12/2012;H10;cogshall;bloc3;tem;4;1655
2012/2013;21/12/2012;H10;cogshall;bloc3;tem;2;904,9
2012/2013;24/12/2012;H10;cogshall;bloc3;tem;2;1018,1
2012/2013;27/12/2012;H10;cogshall;bloc3;tem;1;446,4
2012/2013;27/12/2012;H10;cogshall;bloc3;tem;3;1605
2012/2013;31/12/2012;H10;cogshall;bloc3;tem;12;5330,5
2012/2013;07/01/2013;H10;cogshall;bloc3;tem;4;1104,3
2012/2013;04/01/2013;H10;cogshall;bloc3;tem;4;2330,6
2012/2013;10/01/2013;H10;cogshall;bloc3;tem;5;2385,2
2012/2013;14/01/2013;H10;cogshall;bloc3;tem;4;2224,2
2012/2013;17/01/2013;H10;cogshall;bloc3;tem;5;2847
2012/2013;21/01/2013;H10;cogshall;bloc3;tem;1;846,8
2012/2013;31/01/2013;H10;cogshall;bloc3;tem;2;764,8
2012/2013;06/12/2012;H11;cogshall;bloc3;tem;2;931
2012/2013;10/12/2012;H11;cogshall;bloc3;tem;2;647,5
2012/2013;17/12/2012;H11;cogshall;bloc3;tem;3;1367,9
2012/2013;21/12/2012;H11;cogshall;bloc3;tem;3;1452,6
2012/2013;24/12/2012;H11;cogshall;bloc3;tem;5;1925,1
2012/2013;31/12/2012;H11;cogshall;bloc3;tem;2;936,8
2012/2013;07/01/2013;H11;cogshall;bloc3;tem;9;4697,8
2012/2013;04/01/2013;H11;cogshall;bloc3;tem;5;2675,1
2012/2013;10/01/2013;H11;cogshall;bloc3;tem;19;8605,7
2012/2013;14/01/2013;H11;cogshall;bloc3;tem;5;2325,7
2012/2013;17/01/2013;H11;cogshall;bloc3;tem;5;2125,4
2012/2013;21/01/2013;H11;cogshall;bloc3;tem;5;2543,1
2012/2013;24/01/2013;H11;cogshall;bloc3;tem;2;1334,3
2012/2013;28/01/2013;H11;cogshall;bloc3;tem;1;675,3
2012/2013;31/01/2013;H11;cogshall;bloc3;tem;1;477,4
2012/2013;11/02/2013;H11;cogshall;bloc3;tem;1;520
2012/2013;NA;H12;cogshall;bloc3;taille02;0;0
2012/2013;NA;H13;cogshall;bloc3;taille02;0;0
2012/2013;NA;H14;cogshall;bloc3;taille02;0;0
2012/2013;10/12/2012;H15;cogshall;bloc3;taille02;1;450,7
2012/2013;17/12/2012;H15;cogshall;bloc3;taille02;4;2157,5
2012/2013;21/12/2012;H15;cogshall;bloc3;taille02;3;990,9
2012/2013;04/01/2013;H15;cogshall;bloc3;taille02;4;1892
2012/2013;04/01/2013;H15;cogshall;bloc3;taille02;1;706,4
2012/2013;10/01/2013;H15;cogshall;bloc3;taille02;11;5122
2012/2013;14/01/2013;H15;cogshall;bloc3;taille02;3;1376,4
2012/2013;17/01/2013;H15;cogshall;bloc3;taille02;3;962,6
2012/2013;21/01/2013;H15;cogshall;bloc3;taille02;5;3411,1
2012/2013;24/01/2013;H15;cogshall;bloc3;taille02;1;421,7
2012/2013;31/01/2013;H15;cogshall;bloc3;taille02;1;203,9
2012/2013;04/02/2013;H15;cogshall;bloc3;taille02;1;730,1
2012/2013;18/02/2013;H15;cogshall;bloc3;taille02;1;508
2012/2013;06/12/2012;H16;cogshall;bloc3;taille02;4;1669,3
2012/2013;13/12/2012;H16;cogshall;bloc3;taille02;2;128,9
2012/2013;17/12/2012;H16;cogshall;bloc3;taille02;3;1325,1
2012/2013;24/12/2012;H16;cogshall;bloc3;taille02;3;1234,2
2012/2013;27/12/2012;H16;cogshall;bloc3;taille02;1;722,9
2012/2013;31/12/2012;H16;cogshall;bloc3;taille02;4;2106,5
2012/2013;04/01/2013;H16;cogshall;bloc3;taille02;1;624,6
2012/2013;07/01/2013;H16;cogshall;bloc3;taille02;1;413,6
2012/2013;17/01/2013;H16;cogshall;bloc3;taille02;1;372,5
2012/2013;17/12/2012;H17;cogshall;bloc3;bordure;1;528,5
2012/2013;10/12/2012;H2;cogshall;bloc3;taille07;2;867,1
2012/2013;17/12/2012;H2;cogshall;bloc3;taille07;3;991,7
2012/2013;24/12/2012;H2;cogshall;bloc3;taille07;1;267
2012/2013;27/12/2012;H2;cogshall;bloc3;taille07;2;732,9
2012/2013;31/12/2012;H2;cogshall;bloc3;taille07;7;3613,3
2012/2013;07/01/2013;H2;cogshall;bloc3;taille07;5;2226,5
2012/2013;04/01/2013;H2;cogshall;bloc3;taille07;3;1520,6
2012/2013;10/01/2013;H2;cogshall;bloc3;taille07;11;5272,2
2012/2013;14/01/2013;H2;cogshall;bloc3;taille07;2;1042,2
2012/2013;17/01/2013;H2;cogshall;bloc3;taille07;3;1504,3
2012/2013;28/01/2013;H2;cogshall;bloc3;taille07;5;2040,5
2012/2013;10/12/2012;H3;cogshall;bloc3;taille07;3;896,9
2012/2013;17/12/2012;H3;cogshall;bloc3;taille07;8;2974,8
2012/2013;21/12/2012;H3;cogshall;bloc3;taille07;3;1574,8
2012/2013;24/12/2012;H3;cogshall;bloc3;taille07;5;2209,6
2012/2013;27/12/2012;H3;cogshall;bloc3;taille07;6;2995,3
2012/2013;31/12/2012;H3;cogshall;bloc3;taille07;5;2048,9
2012/2013;07/01/2013;H3;cogshall;bloc3;taille07;8;4183,3
2012/2013;10/01/2013;H3;cogshall;bloc3;taille07;8;4399,8
2012/2013;14/01/2013;H3;cogshall;bloc3;taille07;6;3797,5
2012/2013;04/01/2013;H3;cogshall;bloc3;taille07;1;518,4
2012/2013;06/12/2012;H4;cogshall;bloc3;taille07;2;531,9
2012/2013;17/12/2012;H4;cogshall;bloc3;taille07;5;2026,7
2012/2013;21/12/2012;H4;cogshall;bloc3;taille07;1;304,1
2012/2013;24/12/2012;H4;cogshall;bloc3;taille07;1;318,5
2012/2013;27/12/2012;H4;cogshall;bloc3;taille07;3;1666,1
2012/2013;07/01/2013;H4;cogshall;bloc3;taille07;4;1471,6
2012/2013;10/01/2013;H4;cogshall;bloc3;taille07;5;2509,8
2012/2013;17/01/2013;H4;cogshall;bloc3;taille07;2;929,8
2012/2013;14/01/2013;H4;cogshall;bloc3;taille07;3;1746,6
2012/2013;21/01/2013;H4;cogshall;bloc3;taille07;1;869,7
2012/2013;06/12/2012;H5;cogshall;bloc3;taille07;1;376,9
2012/2013;10/12/2012;H5;cogshall;bloc3;taille07;1;377,7
2012/2013;17/12/2012;H5;cogshall;bloc3;taille07;2;588,3
2012/2013;24/12/2012;H5;cogshall;bloc3;taille07;2;956
2012/2013;07/01/2013;H5;cogshall;bloc3;taille07;1;340,9
2012/2013;04/01/2013;H5;cogshall;bloc3;taille07;2;777,3
2012/2013;10/01/2013;H5;cogshall;bloc3;taille07;5;2334,4
2012/2013;17/01/2013;H5;cogshall;bloc3;taille07;3;798,4
2012/2013;17/12/2012;H6;cogshall;bloc3;taille07;2;652,1
2012/2013;24/12/2012;H6;cogshall;bloc3;taille07;2;934
2012/2013;07/01/2013;H6;cogshall;bloc3;taille07;3;1374,1
2012/2013;04/01/2013;H6;cogshall;bloc3;taille07;4;1462,5
2012/2013;10/01/2013;H6;cogshall;bloc3;taille07;9;4209,9
2012/2013;17/01/2013;H6;cogshall;bloc3;taille07;2;881
2012/2013;14/01/2013;H6;cogshall;bloc3;taille07;2;1193,1
2012/2013;27/12/2012;H7;cogshall;bloc3;tem;1;466,8
2012/2013;07/01/2013;H7;cogshall;bloc3;tem;1;496
2012/2013;10/01/2013;H7;cogshall;bloc3;tem;7;2769,5
2012/2013;17/01/2013;H7;cogshall;bloc3;tem;2;767,8
2012/2013;24/12/2012;H8;cogshall;bloc3;tem;1;300,7
2012/2013;27/12/2012;H8;cogshall;bloc3;tem;1;399,5
2012/2013;07/01/2013;H8;cogshall;bloc3;tem;3;1073,7
2012/2013;04/01/2013;H8;cogshall;bloc3;tem;3;1510,9
2012/2013;10/01/2013;H8;cogshall;bloc3;tem;3;1220,4
2012/2013;17/01/2013;H8;cogshall;bloc3;tem;5;2542,6
2012/2013;21/01/2013;H8;cogshall;bloc3;tem;3;1636,1
2012/2013;31/01/2013;H8;cogshall;bloc3;tem;2;869,2
2012/2013;29/11/2012;H9;cogshall;bloc3;tem;1;386,7
2012/2013;17/12/2012;H9;cogshall;bloc3;tem;1;310,1
2012/2013;31/12/2012;H9;cogshall;bloc3;tem;3;1283
2012/2013;04/01/2013;H9;cogshall;bloc3;tem;2;1163
2012/2013;10/01/2013;H9;cogshall;bloc3;tem;2;381,4
2012/2013;16/01/2013;H9;cogshall;bloc3;tem;1;376
2012/2013;21/01/2013;H9;cogshall;bloc3;tem;1;563,7
2012/2013;31/01/2013;H9;cogshall;bloc3;tem;2;1120,6
2012/2013;14/12/2012;I1;cogshall;bloc3;bordure;1;363,3
2012/2013;17/12/2012;I1;cogshall;bloc3;bordure;5;1739,8
2012/2013;21/12/2012;I1;cogshall;bloc3;bordure;2;679,1
2012/2013;31/12/2012;I1;cogshall;bloc3;bordure;4;1651,5
2012/2013;07/01/2013;I1;cogshall;bloc3;bordure;5;2249,2
2012/2013;04/01/2013;I1;cogshall;bloc3;bordure;3;1120,6
2012/2013;10/01/2013;I1;cogshall;bloc3;bordure;7;3192,2
2012/2013;14/01/2013;I1;cogshall;bloc3;bordure;9;5112,4
2012/2013;17/01/2013;I1;cogshall;bloc3;bordure;4;2469,1
2012/2013;28/01/2013;I1;cogshall;bloc3;bordure;1;692,5
2012/2013;24/12/2012;I10;cogshall;bloc3;tem;1;500,9
2012/2013;27/12/2012;I10;cogshall;bloc3;tem;1;590,4
2012/2013;07/01/2013;I10;cogshall;bloc3;tem;1;496,2
2012/2013;14/01/2013;I10;cogshall;bloc3;tem;4;1290
2012/2013;17/12/2012;I11;cogshall;bloc3;tem;1;337,6
2012/2013;27/12/2012;I11;cogshall;bloc3;tem;2;788,1
2012/2013;07/01/2013;I11;cogshall;bloc3;tem;1;473
2012/2013;10/01/2013;I11;cogshall;bloc3;tem;2;905,3
2012/2013;14/01/2013;I11;cogshall;bloc3;tem;2;780,5
2012/2013;21/01/2013;I11;cogshall;bloc3;tem;2;1092
2012/2013;24/12/2012;I12;cogshall;bloc3;taille02;2;745,8
2012/2013;31/12/2012;I12;cogshall;bloc3;taille02;4;1786,4
2012/2013;04/01/2013;I12;cogshall;bloc3;taille02;2;1192,3
2012/2013;07/01/2013;I12;cogshall;bloc3;taille02;7;3052,9
2012/2013;14/01/2013;I12;cogshall;bloc3;taille02;2;599
2012/2013;24/01/2013;I12;cogshall;bloc3;taille02;1;360
2012/2013;28/01/2013;I12;cogshall;bloc3;taille02;2;552,2
2012/2013;31/01/2013;I12;cogshall;bloc3;taille02;1;730,6
2012/2013;03/12/2012;I13;cogshall;bloc3;taille02;2;523,7
2012/2013;06/12/2012;I13;cogshall;bloc3;taille02;2;477
2012/2013;14/12/2012;I13;cogshall;bloc3;taille02;1;372,9
2012/2013;17/12/2012;I13;cogshall;bloc3;taille02;5;2708,3
2012/2013;24/12/2012;I13;cogshall;bloc3;taille02;4;1935,2
2012/2013;27/12/2012;I13;cogshall;bloc3;taille02;10;4585,8
2012/2013;31/12/2012;I13;cogshall;bloc3;taille02;8;3861,3
2012/2013;04/01/2013;I13;cogshall;bloc3;taille02;7;3483,1
2012/2013;07/01/2013;I13;cogshall;bloc3;taille02;5;2699,3
2012/2013;10/01/2013;I13;cogshall;bloc3;taille02;17;7907,3
2012/2013;14/01/2013;I13;cogshall;bloc3;taille02;13;6801,4
2012/2013;17/01/2013;I13;cogshall;bloc3;taille02;9;3973,3
2012/2013;21/01/2013;I13;cogshall;bloc3;taille02;5;3006,8
2012/2013;24/01/2013;I13;cogshall;bloc3;taille02;2;976,7
2012/2013;28/01/2013;I13;cogshall;bloc3;taille02;2;1538,9
2012/2013;07/02/2013;I13;cogshall;bloc3;taille02;1;661,4
2012/2013;10/12/2012;I14;cogshall;bloc3;taille02;1;332
2012/2013;17/12/2012;I14;cogshall;bloc3;taille02;9;3821,9
2012/2013;21/12/2012;I14;cogshall;bloc3;taille02;2;863,1
2012/2013;24/12/2012;I14;cogshall;bloc3;taille02;2;398,1
2012/2013;27/12/2012;I14;cogshall;bloc3;taille02;3;1298
2012/2013;31/12/2012;I14;cogshall;bloc3;taille02;6;2498,7
2012/2013;04/01/2013;I14;cogshall;bloc3;taille02;6;3145,8
2012/2013;07/01/2013;I14;cogshall;bloc3;taille02;6;2859,8
2012/2013;10/01/2013;I14;cogshall;bloc3;taille02;6;2679,6
2012/2013;14/01/2013;I14;cogshall;bloc3;taille02;12;4924,2
2012/2013;17/01/2013;I14;cogshall;bloc3;taille02;6;3392,4
2012/2013;21/01/2013;I14;cogshall;bloc3;taille02;4;2672,3
2012/2013;31/01/2013;I14;cogshall;bloc3;taille02;1;122,1
2012/2013;07/02/2013;I14;cogshall;bloc3;taille02;1;475,1
2012/2013;03/12/2012;I15;cogshall;bloc3;taille02;2;305,6
2012/2013;17/12/2012;I15;cogshall;bloc3;taille02;7;3041,4
2012/2013;21/12/2012;I15;cogshall;bloc3;taille02;1;536,5
2012/2013;24/12/2012;I15;cogshall;bloc3;taille02;1;595,5
2012/2013;27/12/2012;I15;cogshall;bloc3;taille02;2;1138,7
2012/2013;31/12/2012;I15;cogshall;bloc3;taille02;2;995,8
2012/2013;04/01/2013;I15;cogshall;bloc3;taille02;4;2153,5
2012/2013;07/01/2013;I15;cogshall;bloc3;taille02;8;3090,6
2012/2013;10/01/2013;I15;cogshall;bloc3;taille02;6;2900,5
2012/2013;14/01/2013;I15;cogshall;bloc3;taille02;5;2800,9
2012/2013;17/01/2013;I15;cogshall;bloc3;taille02;7;3222,7
2012/2013;24/01/2013;I15;cogshall;bloc3;taille02;2;1139,1
2012/2013;11/02/2013;I15;cogshall;bloc3;taille02;1;289,2
2012/2013;10/12/2012;I16;cogshall;bloc3;taille02;4;1433,2
2012/2013;13/12/2012;I16;cogshall;bloc3;taille02;1;436,1
2012/2013;14/12/2012;I16;cogshall;bloc3;taille02;1;422,5
2012/2013;17/12/2012;I16;cogshall;bloc3;taille02;2;749,3
2012/2013;24/12/2012;I16;cogshall;bloc3;taille02;1;255,6
2012/2013;31/12/2012;I16;cogshall;bloc3;taille02;6;2495,8
2012/2013;07/01/2013;I16;cogshall;bloc3;taille02;4;1833,9
2012/2013;10/01/2013;I16;cogshall;bloc3;taille02;6;2417,6
2012/2013;21/01/2013;I16;cogshall;bloc3;taille02;1;594,8
2012/2013;13/12/2012;I17;cogshall;bloc3;bordure;2;512,9
2012/2013;10/12/2012;I2;cogshall;bloc3;taille07;4;1503,3
2012/2013;17/12/2012;I2;cogshall;bloc3;taille07;2;817,1
2012/2013;24/12/2012;I2;cogshall;bloc3;taille07;4;1100,3
2012/2013;27/12/2012;I2;cogshall;bloc3;taille07;5;2389,2
2012/2013;31/12/2012;I2;cogshall;bloc3;taille07;5;2196,8
2012/2013;07/01/2013;I2;cogshall;bloc3;taille07;11;5347,9
2012/2013;04/01/2013;I2;cogshall;bloc3;taille07;15;6965,8
2012/2013;10/01/2013;I2;cogshall;bloc3;taille07;18;8422,1
2012/2013;14/01/2013;I2;cogshall;bloc3;taille07;12;6497,1
2012/2013;17/01/2013;I2;cogshall;bloc3;taille07;8;3952,5
2012/2013;21/01/2013;I2;cogshall;bloc3;taille07;6;3423,8
2012/2013;24/01/2013;I2;cogshall;bloc3;taille07;1;488,4
2012/2013;28/01/2013;I2;cogshall;bloc3;taille07;1;690
2012/2013;17/12/2012;I3;cogshall;bloc3;taille07;3;803,1
2012/2013;21/12/2012;I3;cogshall;bloc3;taille07;1;531,5
2012/2013;31/12/2012;I3;cogshall;bloc3;taille07;6;2834,1
2012/2013;07/01/2013;I3;cogshall;bloc3;taille07;1;546,9
2012/2013;04/01/2013;I3;cogshall;bloc3;taille07;2;1033,2
2012/2013;10/01/2013;I3;cogshall;bloc3;taille07;4;1146
2012/2013;14/01/2013;I3;cogshall;bloc3;taille07;6;2918,3
2012/2013;17/01/2013;I3;cogshall;bloc3;taille07;5;1767,8
2012/2013;24/01/2013;I3;cogshall;bloc3;taille07;3;1400,5
2012/2013;07/02/2013;I3;cogshall;bloc3;taille07;1;317,1
2012/2013;06/12/2012;I4;cogshall;bloc3;taille07;2;534
2012/2013;10/12/2012;I4;cogshall;bloc3;taille07;2;475,9
2012/2013;17/12/2012;I4;cogshall;bloc3;taille07;6;2268,7
2012/2013;24/12/2012;I4;cogshall;bloc3;taille07;5;2000,7
2012/2013;31/12/2012;I4;cogshall;bloc3;taille07;4;1887,8
2012/2013;07/01/2013;I4;cogshall;bloc3;taille07;6;2538,1
2012/2013;10/01/2013;I4;cogshall;bloc3;taille07;4;1608,5
2012/2013;14/01/2013;I4;cogshall;bloc3;taille07;4;2228,3
2012/2013;17/01/2013;I4;cogshall;bloc3;taille07;5;2416,4
2012/2013;04/01/2013;I4;cogshall;bloc3;taille07;1;461,3
2012/2013;21/01/2013;I4;cogshall;bloc3;taille07;1;547,8
2012/2013;10/12/2012;I5;cogshall;bloc3;taille07;1;355,7
2012/2013;17/12/2012;I5;cogshall;bloc3;taille07;7;3044,2
2012/2013;24/12/2012;I5;cogshall;bloc3;taille07;1;485
2012/2013;27/12/2012;I5;cogshall;bloc3;taille07;4;2042
2012/2013;31/12/2012;I5;cogshall;bloc3;taille07;4;1713,5
2012/2013;07/01/2013;I5;cogshall;bloc3;taille07;12;5652,3
2012/2013;04/01/2013;I5;cogshall;bloc3;taille07;8;3955,8
2012/2013;10/01/2013;I5;cogshall;bloc3;taille07;7;3131,3
2012/2013;14/01/2013;I5;cogshall;bloc3;taille07;7;3298,3
2012/2013;17/01/2013;I5;cogshall;bloc3;taille07;5;2391,2
2012/2013;21/01/2013;I5;cogshall;bloc3;taille07;3;1211,5
2012/2013;06/12/2012;I6;cogshall;bloc3;taille07;1;404,6
2012/2013;17/12/2012;I6;cogshall;bloc3;taille07;1;330
2012/2013;31/12/2012;I6;cogshall;bloc3;taille07;5;2025,2
2012/2013;10/01/2013;I6;cogshall;bloc3;taille07;6;2737,8
2012/2013;NA;I7;cogshall;bloc3;tem;0;0
2012/2013;21/12/2012;I8;cogshall;bloc3;tem;1;523,3
2012/2013;24/12/2012;I8;cogshall;bloc3;tem;1;204,8
2012/2013;27/12/2012;I8;cogshall;bloc3;tem;3;1269,8
2012/2013;07/01/2013;I8;cogshall;bloc3;tem;4;1881,2
2012/2013;10/01/2013;I8;cogshall;bloc3;tem;13;5203,6
2012/2013;14/01/2013;I8;cogshall;bloc3;tem;6;2757,9
2012/2013;04/01/2013;I8;cogshall;bloc3;tem;1;658,1
2012/2013;21/01/2013;I8;cogshall;bloc3;tem;3;1242,1
2012/2013;28/01/2013;I8;cogshall;bloc3;tem;1;548,5
2012/2013;31/01/2013;I8;cogshall;bloc3;tem;2;931
2012/2013;NA;I9;cogshall;bloc3;tem;0;0
2013/2014;22/11/2013;A1;cogshall;bloc1;bordure;1;285,5
