annee;date;arbre;cultivar;nbfruit;masse
2010;01/03/2011;D9;Heidi;11;4867,6
2010;04/03/2011;D9;Heidi;24;9254,2
2010;08/03/2011;D9;Heidi;19;8566,1
2010;11/03/2011;D9;Heidi;11;4439,2
2010;15/03/2011;D9;Heidi;10;4105,5
2010;17/03/2011;D9;Heidi;11;4671
2010;21/03/2011;D9;Heidi;2;800
2010;28/03/2011;D9;Heidi;2;710
2010;04/01/2011;E13;Heidi;3;824
2010;07/01/2011;E13;Heidi;3;1163,6
2010;11/01/2011;E13;Heidi;4;1492,8
2010;14/01/2011;E13;Heidi;5;1596,6
2010;18/01/2011;E13;Heidi;5;1142,6
2010;21/01/2011;E13;Heidi;3;1497,6
2010;31/01/2011;E13;Heidi;8;3676
2010;03/02/2011;E13;Heidi;7;2901,7
2010;07/02/2011;E13;Heidi;8;3637,9
2010;10/02/2011;E13;Heidi;6;2882,1
2010;15/02/2011;E13;Heidi;21;10410,7
2010;18/02/2011;E13;Heidi;10;4383
2010;22/02/2011;E13;Heidi;11;5274,1
2010;25/02/2011;E13;Heidi;8;3961,6
2010;01/03/2011;E13;Heidi;14;7174
2010;04/03/2011;E13;Heidi;12;5023,3
2010;08/03/2011;E13;Heidi;7;3902,1
2010;11/03/2011;E13;Heidi;2;1021,5
2010;15/03/2011;E13;Heidi;5;2053
2010;17/03/2011;E13;Heidi;1;569
2010;04/04/2011;E13;Heidi;1;505
2010;21/12/2010;F11;Heidi;1;364,9
2010;30/12/2010;F11;Heidi;4;1050,6
2010;07/01/2011;F11;Heidi;2;933,3
2010;11/01/2011;F11;Heidi;3;989,5
2010;14/01/2011;F11;Heidi;1;323,8
2010;18/01/2011;F11;Heidi;3;1166,6
2010;21/01/2011;F11;Heidi;18;5542,3
2010;25/01/2011;F11;Heidi;1;448,2
2010;31/01/2011;F11;Heidi;10;3865
2010;03/02/2011;F11;Heidi;8;3307
2010;07/02/2011;F11;Heidi;3;1156,7
2010;10/02/2011;F11;Heidi;6;2794,6
2010;15/02/2011;F11;Heidi;8;3466
2010;18/02/2011;F11;Heidi;10;3855
2010;25/02/2011;F11;Heidi;6;2624
2010;01/03/2011;F11;Heidi;10;4281
2010;04/03/2011;F11;Heidi;10;3913,8
2010;08/03/2011;F11;Heidi;10;3384,7
2010;11/03/2011;F11;Heidi;14;5590,9
2010;15/03/2011;F11;Heidi;10;4473
2010;17/03/2011;F11;Heidi;3;1233
2010;21/03/2011;F11;Heidi;4;1830
2010;24/03/2011;F11;Heidi;2;960
2010;23/11/2010;F15;Heidi;3;891
2010;29/11/2010;F15;Heidi;3;877
2010;13/12/2010;F15;Heidi;3;853,4
2010;16/12/2010;F15;Heidi;1;314
2010;21/12/2010;F15;Heidi;3;510,3
2010;23/12/2010;F15;Heidi;8;3075,4
2010;27/12/2010;F15;Heidi;11;4400,7
2010;30/12/2010;F15;Heidi;3;1275,6
2010;04/01/2011;F15;Heidi;4;1487,8
2010;07/01/2011;F15;Heidi;5;1797,1
2010;11/01/2011;F15;Heidi;11;4106,6
2010;14/01/2011;F15;Heidi;7;2707,4
2010;18/01/2011;F15;Heidi;2;919,8
2010;21/01/2011;F15;Heidi;8;3596,3
2010;31/01/2011;F15;Heidi;14;5580
2010;03/02/2011;F15;Heidi;12;5845,4
2010;07/02/2011;F15;Heidi;14;6386,9
2010;10/02/2011;F15;Heidi;15;6293,4
2010;15/02/2011;F15;Heidi;4;1645
2010;18/02/2011;F15;Heidi;3;1215
2010;22/02/2011;F15;Heidi;6;2600,7
2010;25/02/2011;F15;Heidi;1;447,8
2010;01/03/2011;F15;Heidi;1;881,7
2010;04/03/2011;F15;Heidi;1;583,4
2010;08/03/2011;F15;Heidi;2;1035,2
2010;15/03/2011;F15;Heidi;1;630,8
2010;09/12/2010;G16;Heidi;5;1253
2010;13/12/2010;G16;Heidi;3;993,1
2010;21/12/2010;G16;Heidi;4;296,2
2010;27/12/2010;G16;Heidi;3;1074
2010;30/12/2010;G16;Heidi;6;3012,9
2010;04/01/2011;G16;Heidi;2;774,1
2010;11/01/2011;G16;Heidi;8;3961,8
2010;14/01/2011;G16;Heidi;12;5099,2
2010;18/01/2011;G16;Heidi;14;6697,9
2010;21/01/2011;G16;Heidi;9;4151,7
2010;25/01/2011;G16;Heidi;6;3054,4
2010;31/01/2011;G16;Heidi;22;9184
2010;03/02/2011;G16;Heidi;6;3370,9
2010;07/02/2011;G16;Heidi;2;1610,3
2010;10/02/2011;G16;Heidi;8;4846,5
2010;15/02/2011;G16;Heidi;10;4580
2010;18/02/2011;G16;Heidi;1;300
2010;22/02/2011;G16;Heidi;15;2262,8
2010;01/03/2011;G16;Heidi;2;852
2010;04/03/2011;G16;Heidi;6;2826,6
